TARGET,ID,age,prod_A,type_A,type_B,prod_B,turnover_A,turnover_B,lor_M
N,10976,32,0,0,0,0,317.8605492,238.732279,3
N,10977,32,1,3,3,1,410.5396578,231.5337532,27
N,10978,23,0,0,0,0,385.0237329,211.0261427,3
N,10980,33,1,3,3,1,383.7590644,233.5514734,15
N,10981,23,0,0,0,0,371.8653496,209.6928344,3
N,10982,24,1,3,3,1,318.3535471,215.5448397,15
N,10984,23,1,3,3,1,300.8853206,222.4088063,15
N,10987,23,1,3,3,1,358.1729099,243.2335714,15
N,10989,34,1,3,3,1,377.7298802,225.6283767,15
N,10990,31,1,3,3,1,329.9539021,229.289963,27
N,10992,38,0,0,0,0,300.8638026,218.807612,15
N,10993,23,1,3,3,1,305.2247992,216.0450985,15
N,10995,23,1,3,3,1,357.5975102,233.9974398,15
N,10997,38,1,3,3,1,326.6490799,213.7972266,15
N,10999,37,1,3,3,1,356.3404527,202.2121616,27
N,11001,37,0,0,0,0,351.3212239,224.403092,3
N,11002,23,0,0,0,0,369.1736589,207.1270943,3
N,11003,29,1,3,3,1,328.6490719,223.9896062,15
N,11004,23,1,3,3,1,393.8013192,240.6014943,39
N,11005,23,1,3,3,1,388.4555277,249.0684179,27
N,11006,36,1,3,3,1,466.9762077,300.2139107,51
N,11009,41,0,0,3,1,398.1440629,441.584626,15
N,11010,39,1,3,3,1,340.5299292,204.6093047,27
N,11013,40,1,3,3,1,381.8678956,222.3814526,15
N,11015,27,1,3,3,1,357.761935,252.9307997,27
N,11016,50,0,0,3,1,389.6235209,902.3030889,15
N,11017,44,0,0,3,1,368.0693243,277.7231226,51
N,11021,23,1,3,3,1,381.4388189,209.2485436,15
N,11022,29,1,3,3,1,336.910164,213.9162378,15
N,11029,47,0,0,3,1,386.2917668,2779.501,15
N,11030,37,0,0,0,0,393.5921944,244.318251,3
N,11031,28,1,3,3,1,399.3387348,212.8771098,15
N,11033,23,1,3,3,1,333.1617146,228.6710427,27
N,11037,33,1,3,3,1,336.4626571,216.8131623,27
N,11044,23,1,3,3,1,307.1951807,233.3161272,15
N,11045,23,1,3,3,1,313.0454004,237.542355,15
N,11046,28,0,0,0,0,310.42722,232.913759,3
N,11047,23,1,3,3,1,399.585088,223.0509793,15
N,11048,25,1,3,3,1,343.8623877,236.8510189,15
N,11050,38,1,3,6,1,328.349417,1025.132366,27
N,11051,38,1,3,6,1,355.4171856,619.3803969,27
N,11052,23,1,3,3,1,309.6918014,227.1558204,15
N,11054,27,0,0,0,0,376.0660135,236.8251636,3
N,11056,26,0,0,0,0,314.6374634,226.2719744,3
N,11057,26,0,0,0,0,386.8663836,239.8436273,3
N,11060,28,1,3,3,1,377.3079267,227.9998352,15
N,11061,27,1,3,3,1,357.1221075,217.1101444,15
N,11067,23,1,3,3,1,329.4735233,224.2667188,15
N,11068,23,1,3,3,1,333.4651506,213.4935946,15
N,11070,72,0,0,3,1,334.4618871,3514.080347,15
N,11072,23,0,0,0,0,311.3893576,227.5586813,3
N,11073,78,1,3,6,1,338.0797674,1821.914747,27
N,11075,23,0,0,0,0,394.5078401,249.0244197,3
N,11076,23,0,0,0,0,381.9506648,244.9637124,3
N,11077,24,1,3,3,1,355.2240037,234.4165859,15
N,11079,25,1,3,3,1,347.7159966,224.0597927,15
N,11080,23,1,3,3,1,357.6552316,220.2528728,15
N,11081,26,1,3,3,1,396.3434364,245.1271764,27
N,11082,51,1,3,6,1,394.4712838,539.7850271,27
N,11083,36,1,3,3,1,370.4965335,243.2846674,15
N,11084,35,0,0,3,1,386.1813346,535.1060134,15
N,11087,36,1,3,3,1,387.6083423,235.8070095,15
N,11089,23,1,3,3,1,324.7048568,231.636572,15
N,11091,28,1,3,3,1,380.1934386,220.1599155,15
N,11092,25,1,3,3,1,355.9402626,214.3757033,15
N,11093,35,0,0,0,0,369.7201571,205.2037626,3
N,11096,26,0,0,0,0,314.8365783,203.3241917,3
N,11098,23,1,3,3,1,376.4323263,239.1317404,15
N,11100,23,1,3,3,1,333.1115536,244.3423437,15
N,11101,23,0,0,0,0,303.3348424,232.8323282,3
N,11102,22,1,3,3,1,395.4994636,204.8733501,15
N,11103,59,1,3,3,1,346.6138145,243.2311332,15
N,11104,23,0,0,0,0,334.31459,205.2624804,3
N,11105,51,1,3,3,1,398.1729658,301.4026359,27
N,11106,48,0,0,3,1,369.9037816,205.3288704,51
N,11108,38,0,0,3,1,305.9959119,1051.447377,15
N,11116,34,0,0,3,1,355.2574224,327.9130928,27
N,11117,23,1,3,3,1,358.0501425,243.5231586,15
N,11118,33,1,3,3,1,385.3512841,256.4548526,27
N,11120,42,1,3,3,1,425.9431955,260.7760051,63
N,11122,62,1,3,3,1,313.7486652,204.0589527,15
N,11123,23,1,3,3,1,372.5019611,219.6417516,15
N,11124,38,0,0,0,0,348.6426363,226.2890357,3
N,11127,23,1,3,3,1,324.4226703,248.1584797,15
N,11128,43,1,3,3,1,384.0252844,218.96259,27
N,11129,70,0,0,0,0,363.9247303,225.1193687,3
N,11134,24,1,3,3,1,367.8079028,235.24224,15
N,11136,23,1,3,6,1,370.6915906,431.2572516,51
N,11138,24,0,0,0,0,351.4499534,242.562451,3
N,11139,23,1,3,3,1,397.5304613,211.9552199,15
N,11146,25,1,3,3,1,386.0929769,234.5038388,27
N,11147,23,1,3,3,1,388.7074216,293.9364622,39
N,11150,23,1,3,3,1,393.3952649,222.823316,15
N,11153,27,1,3,3,1,379.9952805,216.2525351,15
N,11155,37,1,3,3,1,342.2241748,242.6503919,15
N,11157,25,1,3,3,1,337.5762206,247.2199357,15
N,11158,42,0,0,0,0,383.8259021,233.216211,3
N,11163,23,0,0,0,0,359.7626943,231.7477918,3
N,11166,67,1,3,3,1,314.5482992,208.8892974,15
N,11170,37,1,3,3,1,314.0102964,224.815327,15
N,11173,28,0,0,0,0,302.177022,244.3855721,3
N,11174,25,1,3,3,1,319.8650123,207.2020243,15
N,11181,23,1,3,3,1,301.092997,212.99991,15
N,11184,31,1,3,3,1,333.6834484,236.5827706,27
N,11185,23,1,3,3,1,382.5755531,218.1138261,15
N,11186,23,1,3,3,1,346.4742578,232.9674101,15
N,11187,25,1,3,3,1,365.2605254,245.1221597,15
N,11188,30,0,0,3,1,358.2685432,1086.661328,15
N,11191,26,1,3,3,1,320.3077947,232.1925972,15
N,11192,39,0,0,3,1,339.8875256,2234.32918,15
N,11195,30,1,3,3,1,385.3004156,249.2163489,15
N,11196,24,1,3,3,1,320.6326689,236.097034,15
N,11197,45,1,3,3,1,351.1294282,271.7775546,15
N,11199,24,1,3,3,1,372.9353593,239.1815979,15
N,11201,49,1,3,6,1,316.6196924,6507.231162,27
N,11211,23,1,3,3,1,382.1948501,223.1099275,15
N,11214,26,1,3,3,1,323.5723322,237.7699211,15
N,11215,28,1,3,3,1,339.1410823,209.9447052,15
N,11216,23,0,0,0,0,376.3197574,245.5387101,3
N,11219,23,1,3,3,1,392.1385276,245.9824594,15
N,11222,27,1,3,3,1,366.3486027,211.6495742,15
N,11231,50,1,3,3,1,338.9480183,265.8197869,27
N,11233,23,1,3,3,1,389.0021916,245.7959903,15
N,11234,23,0,0,0,0,376.1859594,226.1163623,3
N,11236,56,1,3,3,1,377.2974745,211.9274205,27
N,11237,23,1,3,3,1,378.7264604,236.4485652,15
N,11242,25,0,0,0,0,320.4433837,243.4433794,3
N,11243,49,1,3,3,1,320.9488874,203.0445821,27
N,11246,28,0,0,0,0,375.9475211,223.577244,3
N,11249,24,0,0,0,0,371.843752,235.1059182,3
N,11250,50,0,0,3,1,370.3283859,516.1794303,15
N,11254,50,1,3,3,1,375.9813978,210.5037499,15
N,11257,23,0,0,0,0,353.7415986,226.2952509,3
N,11258,23,0,0,0,0,387.9914881,220.6486114,3
N,11260,57,0,0,3,1,315.2404558,815.7784464,15
N,11263,35,1,3,3,1,398.3528823,251.9324414,39
N,11264,23,0,0,0,0,373.5698865,244.2158885,3
N,11266,24,1,3,3,1,318.9105111,227.1862063,15
N,11268,28,1,3,3,1,323.7952763,239.2785536,15
N,11271,33,1,3,3,1,330.0537129,234.5359712,15
N,11272,58,1,3,3,1,604.6678146,457.8439504,39
N,11274,36,0,0,3,1,331.0786362,619.3834806,15
N,11276,42,0,0,0,0,330.1861655,222.1757428,3
N,11280,23,1,3,3,1,384.6277445,202.7269958,15
N,11282,45,0,0,3,1,358.4385222,3957.754003,15
N,11286,35,0,0,3,1,327.5357423,415.4194558,15
N,11289,23,1,3,3,1,347.9152483,224.7258221,15
N,11293,23,1,6,6,1,312.328274,232.1139861,15
N,11295,36,1,3,3,1,336.5355615,245.8475933,27
N,11297,25,1,3,3,1,369.3410948,245.0258613,15
N,11298,37,0,0,0,0,347.6650752,241.0254649,3
N,11299,23,1,3,3,1,380.6005919,221.4819257,15
N,11303,25,0,0,0,0,346.8118944,247.8012238,3
N,11306,23,1,3,3,1,399.1636887,230.5014043,27
N,11309,23,1,3,3,1,340.2212051,223.2849454,27
N,11310,24,1,3,3,1,379.1323196,239.5883747,15
N,11316,26,1,3,3,1,394.4395323,222.0198719,15
N,11317,24,1,3,3,1,349.6823127,210.2445571,15
N,11318,23,1,3,3,1,323.2054021,229.5154474,15
N,11319,23,1,3,3,1,356.447842,201.7230438,15
N,11320,53,0,0,3,1,367.2960717,674.9053237,15
N,11321,25,1,3,3,1,337.4824934,261.3057339,27
N,11322,43,0,0,3,1,374.5075999,236.5897929,15
N,11324,25,1,3,3,1,399.5340664,210.4041437,15
N,11326,27,1,3,3,1,322.6067612,217.2100733,15
N,11329,38,1,3,3,1,321.8477832,248.1346316,15
N,11332,25,1,3,3,1,390.452502,247.1761578,15
N,11335,28,1,3,3,1,355.0496192,241.8240222,15
N,11336,23,1,3,3,1,310.4710238,205.6103305,15
N,11337,70,1,3,3,1,417.9068731,249.1479366,15
N,11340,46,1,3,3,1,331.815234,247.0129521,27
N,11341,22,1,3,3,1,306.9275937,243.7802741,15
N,11343,65,0,0,3,1,386.6679286,223.4297741,15
N,11344,23,1,3,3,1,383.2113848,238.285623,15
N,11351,31,1,3,3,1,340.3193951,237.9354977,15
N,11353,23,1,3,3,1,362.0831326,244.2197556,15
N,11356,23,1,3,3,1,362.7491666,212.0518375,15
N,11358,36,0,0,3,1,344.0320483,348.9303615,39
N,11360,23,0,0,0,0,311.1331648,248.6775975,3
N,11364,23,1,3,3,1,368.7904243,246.3558751,15
N,11368,23,1,3,3,1,319.2551946,215.3842589,27
N,11369,23,0,0,0,0,331.8890141,239.4119934,3
N,11370,23,1,3,3,1,357.4469151,232.0433643,27
N,11371,33,1,3,3,1,617.6945513,556.2017251,15
N,11375,26,1,3,3,1,359.261519,217.7168739,15
N,11376,23,1,3,3,1,374.8888125,211.7071841,15
N,11378,23,0,0,0,0,304.9240344,249.3779523,3
N,11379,23,0,0,0,0,332.4526578,211.2700469,3
N,11383,23,1,3,3,1,367.8949033,210.0948685,27
N,11384,27,0,0,0,0,393.7168683,241.0946917,3
N,11385,26,1,3,3,1,328.2543091,238.1250111,15
N,11392,46,1,3,3,1,319.8589722,200.6553635,15
N,11395,23,1,3,3,1,390.2002955,232.4351978,15
N,11396,60,1,3,3,1,391.7616397,264.3061187,27
N,11397,56,0,0,0,0,363.214656,241.5957854,3
N,11398,43,0,0,0,0,371.3221051,206.1254364,3
N,11399,23,1,3,3,1,315.8432537,224.8539068,15
N,11400,23,0,0,0,0,348.1302729,242.6914151,15
N,11402,24,1,3,3,1,305.3486001,225.8314547,15
N,11406,23,0,0,0,0,312.5978844,248.3420939,3
N,11409,24,1,3,3,1,397.9503123,214.826804,15
N,11410,23,1,3,3,1,358.351088,221.8784476,15
N,11413,56,1,3,3,1,301.5682682,225.206362,27
N,11415,36,1,3,3,1,329.7985946,257.7673983,27
N,11417,54,1,3,3,1,381.8695319,219.2160631,15
N,11418,42,1,3,6,1,322.2959011,2632.710566,27
N,11419,37,1,3,3,1,455.9964756,307.8078016,51
N,11424,25,0,0,0,0,323.4028107,212.6194623,3
N,11426,52,0,0,6,1,334.9458826,319.8847404,63
N,11427,24,0,0,3,1,389.4189366,229.7886532,39
N,11428,35,0,0,0,0,313.1753261,249.1623852,15
N,11430,49,1,3,3,1,305.7193675,207.8137692,15
N,11437,52,1,3,3,1,896.7598951,817.1029225,15
N,11440,25,1,3,3,1,319.5634662,246.5372614,15
N,11441,28,1,3,3,1,342.088061,225.7288759,15
N,11442,28,1,3,3,1,308.7628124,213.5138395,15
N,11443,23,1,3,3,1,319.174606,230.4380308,15
N,11444,27,1,3,3,1,365.4770242,239.2633127,15
N,11445,23,1,3,3,1,331.4017587,235.8406339,15
N,11448,23,0,0,0,0,369.2735756,202.7734553,3
N,11449,36,0,0,3,1,310.9070129,220.6355186,39
N,11452,31,1,3,3,1,396.0277272,237.8271501,15
N,11457,26,1,3,3,1,355.102807,222.1456004,15
N,11460,23,0,0,0,0,322.9238157,211.4591117,3
N,11461,48,1,3,3,1,319.7995687,207.122528,15
N,11463,26,1,3,3,1,395.1774188,212.4210713,15
N,11465,23,1,3,3,1,320.9133567,216.443954,27
N,11466,24,0,0,0,0,369.3138637,226.6703025,3
N,11467,24,1,3,3,1,373.4699266,222.7309329,15
N,11470,23,1,3,3,1,358.69646,201.6871504,15
N,11472,32,1,3,3,1,399.5277841,224.6874592,15
N,11473,27,1,3,3,1,378.5420968,221.5224041,15
N,11474,23,0,0,0,0,300.3612747,222.0878787,3
N,11476,23,1,3,3,1,316.2756393,244.7907026,15
N,11478,49,1,3,6,1,375.4247176,2999.358769,27
N,11482,46,1,3,3,1,354.2768966,228.9437321,15
N,11484,23,1,3,3,1,341.2513806,209.1166082,15
N,11485,24,1,3,3,1,325.4079332,223.7314026,15
N,11487,46,0,0,0,0,381.6181861,242.0802932,3
N,11488,25,1,3,3,1,400.8807709,246.396311,27
N,11491,28,0,0,0,0,311.3958838,223.607023,3
N,11493,23,0,0,0,0,321.1691224,220.6956828,3
N,11494,23,1,3,3,1,380.288958,225.3576229,15
N,11496,23,0,0,0,0,353.4065515,247.0720936,3
N,11497,23,1,3,3,1,366.7292265,225.1734071,27
N,11498,25,1,3,3,1,369.1645303,212.2846634,15
N,11501,23,1,3,3,1,358.0905984,216.7021293,15
N,11502,23,1,3,3,1,301.2872068,244.5096851,15
N,11508,29,1,3,6,1,388.2988431,475.1853125,51
N,11509,27,0,0,0,0,373.8026438,207.8620757,3
N,11511,25,1,3,3,1,318.7260884,243.4332473,15
N,11512,51,1,3,3,1,302.9967174,221.5288608,27
N,11513,23,1,3,3,1,331.0092659,201.216199,15
N,11515,23,1,3,3,1,368.9320218,236.7242136,15
N,11517,51,0,0,0,0,337.2025054,205.6355646,3
N,11521,23,1,3,3,1,303.9311564,242.7266093,27
N,11524,24,1,3,3,1,369.9958616,213.7144441,15
N,11525,29,1,3,3,1,325.343554,226.3476123,15
N,11527,23,1,3,3,1,330.6710064,210.7345171,15
N,11531,22,1,3,3,1,362.6780734,210.4519605,15
N,11532,10,0,0,3,1,303.308446,256.5482724,15
N,11533,35,0,0,3,1,324.3396219,332.3420113,51
N,11536,36,1,3,3,1,385.5212647,229.0936563,15
N,11538,32,1,3,3,1,311.1400215,227.1375896,27
N,11540,26,0,0,0,0,308.2155751,227.357701,3
N,11541,45,0,0,3,1,397.0004509,245.3926241,39
N,11543,23,0,0,0,0,386.9196173,221.0291812,3
N,11544,50,1,3,6,1,358.5822862,676.4618634,27
N,11547,23,1,3,3,1,371.9994423,218.4479906,27
N,11548,22,1,3,3,1,397.7093913,248.4051378,15
N,11551,27,1,3,3,1,340.8551113,244.7772294,15
N,11552,29,1,3,3,1,325.3602309,200.6722664,15
N,11553,32,1,3,3,1,400.1576845,203.0281501,39
N,11556,23,0,0,0,0,331.1667506,221.9068871,3
N,11557,43,0,0,0,0,337.7890567,205.242817,3
N,11561,43,1,3,3,1,419.0422495,271.1480472,27
N,11566,23,1,3,3,1,334.1811824,237.4564256,15
N,11567,25,0,0,0,0,352.1426349,236.668355,3
N,11568,24,1,3,3,1,342.6235266,239.8179799,27
N,11570,35,1,3,3,1,349.0036287,237.9218887,15
N,11571,23,1,3,3,1,301.8629231,201.189395,27
N,11574,67,0,0,3,1,388.5133028,2009.40314,15
N,11576,27,1,3,3,1,329.2441155,221.5275726,15
N,11577,27,1,3,3,1,326.1735373,206.3359856,15
N,11579,22,1,3,3,1,367.6332344,248.9092647,15
N,11580,27,0,0,0,0,309.2363421,240.9857679,3
N,11582,23,1,3,3,1,378.8107347,241.9990616,15
N,11585,23,0,0,0,0,364.0952019,242.8803892,3
N,11588,28,1,3,3,1,320.394266,238.1561404,27
N,11589,39,0,0,0,0,332.5393905,237.2897194,3
N,11590,32,1,3,3,1,468.1159632,309.8900071,27
N,11591,24,1,3,3,1,344.3112681,243.9602012,15
N,11592,24,1,3,3,1,366.7653344,222.0808336,15
N,11593,23,0,0,3,1,369.8572447,253.0935432,27
N,11595,24,1,3,3,1,394.2945686,252.7124119,27
N,11596,25,1,3,3,1,306.5786046,234.7687346,15
N,11597,48,1,3,3,1,377.8633847,226.3816849,15
N,11598,31,1,3,3,1,317.2383211,232.4047075,27
N,11599,23,1,3,3,1,373.4755411,202.1362048,15
N,11601,23,1,3,3,1,388.8244764,246.7136313,15
N,11605,24,1,3,3,1,326.4455677,223.1537851,15
N,11606,22,1,3,3,1,351.5166585,211.9629676,15
N,11607,23,1,3,3,1,333.4109247,236.1288408,27
N,11608,23,1,3,3,1,384.6504994,211.3377266,15
N,11611,23,1,3,3,1,344.20189,200.9272982,15
N,11613,36,1,3,3,1,409.9177736,275.0670006,27
N,11617,25,1,3,3,1,316.0850594,206.1952999,15
N,11620,26,1,3,3,1,370.7152661,208.3694903,27
N,11623,53,1,3,6,1,403.2690608,1310.363156,27
N,11624,44,0,0,0,0,367.449505,201.5984148,3
N,11625,41,1,3,3,1,334.6092627,202.2956805,27
N,11628,53,0,0,3,1,321.0983373,913.2276381,15
N,11630,23,0,0,0,0,361.4012558,202.8943804,3
N,11634,24,0,0,0,0,388.9815176,225.6784751,3
N,11635,29,0,0,0,0,391.6670117,246.5395931,3
N,11636,41,1,3,3,1,380.6742646,224.0108359,15
N,11638,23,1,3,3,1,363.3348259,246.8613078,15
N,11640,46,1,3,6,1,356.8412276,1537.75087,27
N,11641,29,1,3,3,1,383.4251955,236.7066889,15
N,11645,24,0,0,0,0,349.2485714,246.0990445,3
N,11646,23,1,3,3,1,382.8320613,212.7652111,15
N,11647,52,1,3,6,1,399.2811074,2632.491162,27
N,11648,23,1,3,3,1,319.8758136,220.3691507,15
N,11649,23,0,0,0,0,304.9404877,221.5910608,3
N,11651,82,1,3,6,1,333.5319416,1148.102202,27
N,11659,44,1,3,3,1,317.9095942,251.4212652,27
N,11660,38,1,3,3,1,343.1842538,245.8900608,27
N,11662,56,1,3,6,1,396.3518999,3593.037157,27
N,11663,23,1,3,3,1,324.9169551,240.7315523,15
N,11666,27,1,3,3,1,344.0796907,222.6243706,15
N,11668,23,1,3,3,1,394.0082617,242.6263156,15
N,11670,23,1,3,3,1,304.1941175,227.9824344,15
N,11671,23,1,3,3,1,329.521202,206.9222326,15
N,11672,56,0,0,0,0,335.1966014,210.0125625,3
N,11673,41,1,3,3,1,335.6127276,229.9694292,39
N,11676,23,1,3,3,1,373.6578562,234.5341167,15
N,11679,24,1,3,3,1,359.4299323,212.0435195,15
N,11681,24,1,3,3,1,387.8193759,202.5280059,15
N,11682,35,0,0,3,1,321.9444317,395.0136746,51
N,11683,43,0,0,3,1,369.1386402,5577.438439,15
N,11689,53,1,3,3,1,321.9596628,222.5691245,15
N,11690,28,1,3,3,1,329.4228811,223.3176831,27
N,11691,41,1,3,3,1,423.9008472,262.4338067,15
N,11692,23,1,3,3,1,307.073201,249.188557,15
N,11693,46,1,3,3,1,357.5253515,227.6436116,15
N,11694,45,0,0,0,0,394.7713038,215.526393,3
N,11697,44,1,3,3,1,320.8322437,255.39539,39
N,11698,40,1,3,6,1,398.3914408,1154.632642,39
N,11702,26,0,0,0,0,331.2308703,247.3002728,15
N,11705,27,0,0,0,0,327.572743,229.6675967,3
N,11706,23,1,3,3,1,355.8385018,239.1217201,15
N,11708,29,1,3,3,1,329.8664663,207.8376678,15
N,11709,30,1,3,3,1,360.1592331,226.8780583,15
N,11716,32,1,3,6,1,388.5151544,410.0933179,51
N,11722,23,1,3,3,1,313.5965962,209.4974803,15
N,11723,44,1,3,6,1,421.383717,963.3405891,39
N,11724,41,0,0,3,1,384.9404633,324.7264136,15
N,11725,26,0,0,0,0,336.5896758,228.8484486,3
N,11731,36,1,3,3,1,362.1067606,229.8855679,39
N,11733,36,1,3,3,1,405.7308321,222.101156,15
N,11734,24,0,0,0,0,399.3760334,243.0356005,3
N,11740,22,1,3,3,1,371.2391754,215.3874749,15
N,11743,49,0,0,0,0,340.6107187,207.9650639,3
N,11744,30,1,3,3,1,367.6957212,248.7909749,15
N,11745,23,0,0,0,0,381.6596153,203.8052743,3
N,11746,23,0,0,0,0,357.9673039,207.6904986,15
N,11747,23,1,3,3,1,302.1383239,204.382869,15
N,11751,23,1,3,3,1,349.766431,273.4723405,39
N,11755,44,1,3,3,1,329.8754184,266.3775276,27
N,11760,36,1,3,6,1,347.0466469,2498.476937,27
N,11762,26,0,0,0,0,350.3811453,202.6376933,3
N,11768,43,1,3,6,1,320.2339985,1060.284141,27
N,11773,26,1,3,3,1,324.8781124,209.2610268,15
N,11775,41,1,3,3,1,379.4623776,219.5039799,15
N,11776,33,1,3,3,1,356.3013542,240.6046534,15
N,11778,31,0,0,3,1,365.6296285,219.4873017,39
N,11779,24,1,3,3,1,308.6736218,204.4640381,15
N,11780,28,0,0,0,0,331.9114617,222.7102234,3
N,11782,39,0,0,3,1,311.9752243,1107.838501,15
N,11783,23,1,3,3,1,387.6162898,237.0835723,15
N,11787,23,1,3,3,1,303.7872796,245.7756362,15
N,11788,26,0,0,3,1,393.20354,269.4342503,27
N,11796,24,1,3,3,1,399.0980362,227.474414,15
N,11797,38,1,3,6,1,384.6711632,689.834112,27
N,11799,25,1,3,3,1,382.5718628,205.4477016,27
N,11801,83,0,0,0,0,383.6259665,234.1670228,3
N,11802,23,0,0,3,1,333.3189813,361.5289152,15
N,11803,23,1,3,3,1,331.1937382,244.2400602,15
N,11804,51,1,3,3,1,565.9037814,426.9601271,15
N,11806,24,0,0,0,0,385.8021117,233.9892578,3
N,11807,23,0,0,3,1,333.6051376,231.5230259,15
N,11808,68,0,0,0,0,311.410653,228.5245123,3
N,11809,22,0,0,0,0,398.4485539,218.9608968,3
N,11810,91,0,0,0,0,384.6561573,227.2663765,3
N,11811,22,1,3,3,1,336.7377512,213.3830989,15
N,11814,23,1,3,3,1,392.5374216,239.5166977,15
N,11815,55,1,3,6,1,307.1891578,500.3702828,27
N,11817,42,1,3,3,1,365.0916513,246.9008821,15
N,11819,23,1,3,3,1,342.3109236,241.7744342,27
N,11823,30,0,0,0,0,346.3107241,222.0919211,3
N,11824,59,0,0,0,0,314.6424753,214.0528761,3
N,11825,23,0,0,0,0,329.5662732,213.386824,3
N,11826,26,1,3,3,1,395.183427,236.577528,15
N,11827,27,0,0,0,0,309.3556423,239.7991972,3
N,11829,38,1,3,3,1,320.3652651,246.2299312,39
N,11833,23,1,3,3,1,341.1515541,228.7913582,15
N,11834,31,0,0,3,1,345.0094766,225.2715916,51
N,11835,33,1,3,3,1,352.2024105,222.940443,27
N,11836,62,1,3,6,1,350.7245535,1151.518587,51
N,11837,23,1,3,6,1,402.2658821,484.0500615,39
N,11840,23,1,3,3,1,391.1598125,215.9316633,15
N,11842,49,0,0,3,1,313.8720755,357.6817038,39
N,11845,35,1,3,3,1,370.8986666,299.454787,27
N,11849,23,1,3,3,1,345.5679979,201.4971858,15
N,11850,23,1,3,3,1,324.679638,244.5332395,15
N,11851,23,1,3,3,1,348.6343252,240.1372664,15
N,11854,48,0,0,0,0,344.0027754,249.8213557,3
N,11855,34,0,0,3,1,336.7616268,213.0779634,51
N,11856,25,1,3,3,1,376.8932413,211.8768015,15
N,11857,44,1,3,6,1,376.0459761,764.9801499,27
N,11858,53,1,3,3,1,340.5286733,243.1447205,15
N,11859,37,1,3,6,1,352.1241507,3675.157903,27
N,11861,40,1,3,3,1,359.2697646,265.5953789,15
N,11862,24,1,3,3,1,361.3246309,228.0215197,15
N,11864,29,1,3,3,1,454.7696132,315.9659233,15
N,11865,23,1,3,3,1,370.7241538,221.8996809,15
N,11872,25,1,3,3,1,349.0501522,235.3389672,15
N,11874,39,0,0,0,0,305.841236,201.0257938,15
N,11876,51,1,3,3,1,353.1306494,228.437634,15
N,11877,28,1,3,3,1,345.7269009,210.0667605,15
N,11878,25,1,3,3,1,385.5492329,235.4805408,15
N,11879,45,1,3,6,1,360.6737379,374.232487,27
N,11881,31,1,3,3,1,311.8757349,207.1836507,15
N,11883,24,1,3,3,1,339.5972917,247.3469897,15
N,11885,53,0,0,3,1,363.9867295,805.6726342,15
N,11886,57,1,3,6,1,450.2166237,2106.77266,39
N,11887,24,1,3,3,1,326.9375087,207.1523886,15
N,11888,23,0,0,0,0,307.4862686,230.1510576,3
N,11892,28,1,3,3,1,309.7516539,243.4534533,15
N,11893,40,0,0,0,0,300.2493673,225.7090525,3
N,11894,48,1,3,3,1,386.0764546,211.1789919,39
N,11895,40,0,0,0,0,311.3723205,208.2961716,3
N,11897,68,0,0,3,1,341.279463,3066.086174,15
N,11901,36,0,0,3,1,368.0688014,1616.292016,15
N,11902,26,1,3,3,1,372.4463848,240.2359118,15
N,11904,23,1,3,3,1,396.9712261,241.7221691,15
N,11905,28,0,0,0,0,374.8806425,245.2668261,3
N,11906,23,1,3,3,1,395.0315767,209.5489709,27
N,11908,46,1,3,3,1,336.122784,223.4557854,27
N,11909,25,1,3,3,1,308.5519559,243.2710561,27
N,11911,25,1,3,3,1,320.5851912,242.7764251,27
N,11912,24,1,3,3,1,320.0600358,222.4053811,15
N,11914,24,1,3,3,1,328.4700392,221.8404012,15
N,11916,25,0,0,3,1,386.012578,215.4708372,39
N,11918,23,1,3,3,1,319.3806649,221.6900147,15
N,11919,49,1,3,3,1,2149.771342,2020.890297,15
N,11921,39,1,3,3,1,370.0605954,228.5402517,27
N,11924,32,0,0,3,1,367.5011468,276.4006191,51
N,11928,49,0,0,0,0,358.8878018,230.4287934,3
N,11932,26,1,3,3,1,384.8477757,243.2251534,39
N,11935,34,1,3,3,1,370.6836379,231.3104397,27
N,11936,23,1,3,3,1,385.8546926,214.0845917,15
N,11939,27,1,3,3,1,364.6272634,220.5068018,15
N,11941,64,1,3,3,1,394.9707777,245.221789,15
N,11944,61,1,3,3,1,392.8161456,230.9544293,27
N,11949,28,1,3,3,1,355.2893391,214.3439158,15
N,11951,27,1,3,3,1,363.4652728,227.6746686,15
N,11954,44,0,0,3,1,351.1495414,686.2590735,15
N,11957,30,1,3,3,1,379.7202416,209.2588973,15
N,11959,23,0,0,0,0,302.271591,225.5100501,3
N,11963,53,0,0,3,1,303.0151437,301.1954402,15
N,11966,36,0,0,0,0,378.244276,215.0346077,3
N,11967,50,1,3,3,1,361.7389169,243.2617073,15
N,11969,33,1,3,3,1,344.6268223,221.2808739,15
N,11973,25,1,3,3,1,370.4611403,212.9196377,15
N,11975,29,0,0,0,0,308.0605939,214.7791046,3
N,11976,26,1,3,3,1,393.983862,211.7274131,27
N,11978,32,0,0,0,0,354.8105307,211.9126523,3
N,11979,25,1,3,3,1,366.9082481,206.1341603,15
N,11982,31,1,3,3,1,367.2847502,240.9976466,15
N,11985,23,1,3,3,1,345.8829009,211.9731922,15
N,11986,23,1,3,3,1,310.1991117,236.9191125,15
N,11990,32,0,0,0,0,366.1111978,208.7275863,3
N,11991,23,0,0,0,0,329.6981551,234.2343111,3
